epsilon,prob_lqg,std_dev,delta
0.0,0.48623046875,0.005756958110053277,-0.004101562500000044
0.05,0.4915283203125,0.006380483400812163,0.0011962890624999667
0.1,0.4884521484375,0.00919606796700481,-0.001879882812500011
0.15,0.492822265625,0.007151445266732884,0.0024902343749999556
0.2,0.490234375,0.005192797059041179,-9.76562500000222e-05
0.3,0.4914794921875,0.0065459287410252615,0.0011474609374999556
0.4,0.487451171875,0.006292200667938481,-0.0028808593750000444
0.5,0.487744140625,0.006983275461374382,-0.0025878906250000333
