WorkloadId,Status,Instance,Region,Mode,Created,Completed,QPU,Usage (seconds),User,Tags,Account
d8pg0li01fac73d1mb5g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:15:18.671Z,2026-06-17T20:15:23.705Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pg0juab0ds73dp2520,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:15:11.700Z,2026-06-17T20:15:16.859Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pg0i6kodhs7381qe2g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:15:04.837Z,2026-06-17T20:15:10.303Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pg0geab0ds73dp24t0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:14:57.748Z,2026-06-17T20:15:03.584Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pg0emab0ds73dp24qg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:14:50.706Z,2026-06-17T20:14:55.910Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pg0cukodhs7381qdr0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:14:43.221Z,2026-06-17T20:14:48.792Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pg0b6kodhs7381qdpg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:14:36.601Z,2026-06-17T20:14:41.768Z,ibm_marrakesh,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pft4ugbcrc73f1vsq0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:47.350Z,2026-06-17T20:07:52.877Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pft36gbcrc73f1vsng,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:40.260Z,2026-06-17T20:07:45.338Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pft1egbcrc73f1vsl0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:33.551Z,2026-06-17T20:07:38.664Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfsvmgbcrc73f1vsig,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:26.340Z,2026-06-17T20:07:31.997Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfstq01fac73d1m4kg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:19.948Z,2026-06-17T20:07:24.892Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfssegbcrc73f1vseg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:13.438Z,2026-06-17T20:07:18.435Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfsqekodhs7381q7e0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:07:05.943Z,2026-06-17T20:07:11.586Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfsomkodhs7381q7c0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:06:58.475Z,2026-06-17T20:07:03.679Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfrpmgbcrc73f1vr0g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:04:55.044Z,2026-06-17T20:06:56.886Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfrnukodhs7381q5ug,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:04:47.551Z,2026-06-17T20:04:53.434Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpqeab0ds73dp1qog,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:00:41.785Z,2026-06-17T20:00:46.975Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpomkodhs7381q3q0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:00:34.189Z,2026-06-17T20:00:39.521Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpmmkodhs7381q3ng,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:00:26.280Z,2026-06-17T20:00:31.842Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpkq01fac73d1m0kg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:00:19.247Z,2026-06-17T20:00:24.632Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpj201fac73d1m0i0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:00:12.768Z,2026-06-17T20:00:17.880Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfphekodhs7381q3h0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T20:00:05.524Z,2026-06-17T20:00:10.847Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpfekodhs7381q3f0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:59:57.590Z,2026-06-17T20:00:03.527Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpdukodhs7381q3c0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:59:51.249Z,2026-06-17T19:59:56.196Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfpbukodhs7381q390,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:59:43.586Z,2026-06-17T19:59:48.971Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfp96gbcrc73f1vo50,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:59:33.051Z,2026-06-17T19:59:41.703Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfn1q01fac73d1ltt0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:54:47.314Z,2026-06-17T19:54:52.651Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmvuab0ds73dp1nog,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:54:39.960Z,2026-06-17T19:54:45.450Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmu6kodhs7381q0j0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:54:32.327Z,2026-06-17T19:54:38.123Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmnq01fac73d1ltg0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:54:07.146Z,2026-06-17T19:54:30.348Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmm6kodhs7381q080,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:54:00.872Z,2026-06-17T19:54:05.790Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmkekodhs7381q05g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:53:53.417Z,2026-06-17T19:53:58.622Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmimgbcrc73f1vl9g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:53:46.333Z,2026-06-17T19:53:51.409Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmgmgbcrc73f1vl6g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:53:38.510Z,2026-06-17T19:53:44.549Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmemgbcrc73f1vl3g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:53:30.993Z,2026-06-17T19:53:36.375Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfmci01fac73d1lt2g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:53:22.710Z,2026-06-17T19:53:28.668Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfk6mab0ds73dp1kmg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:48:42.527Z,2026-06-17T19:48:47.342Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfk4ukodhs7381pth0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:48:35.165Z,2026-06-17T19:48:40.766Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfk1egbcrc73f1vii0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:48:21.582Z,2026-06-17T19:48:33.304Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjvmab0ds73dp1keg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:48:14.620Z,2026-06-17T19:48:19.962Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjtq01fac73d1lqb0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:48:07.249Z,2026-06-17T19:48:12.777Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjruab0ds73dp1ka0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:48:00.009Z,2026-06-17T19:48:05.193Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjqa01fac73d1lq80,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:47:53.549Z,2026-06-17T19:47:58.600Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjoi01fac73d1lq4g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:47:46.641Z,2026-06-17T19:47:51.869Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjmugbcrc73f1vi30,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:47:39.547Z,2026-06-17T19:47:44.801Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfjl6kodhs7381psu0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:47:32.508Z,2026-06-17T19:47:38.039Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfh8mgbcrc73f1vf5g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:42:27.049Z,2026-06-17T19:42:31.882Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfh6uab0ds73dp1gt0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:42:19.368Z,2026-06-17T19:42:24.565Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfh56kodhs7381pq10,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:42:12.257Z,2026-06-17T19:42:17.404Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfh36ab0ds73dp1go0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:42:04.329Z,2026-06-17T19:42:10.664Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfh16kodhs7381ppt0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:41:56.482Z,2026-06-17T19:42:02.631Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfgv6gbcrc73f1ves0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:41:48.526Z,2026-06-17T19:41:54.298Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfgta01fac73d1ln0g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:41:41.861Z,2026-06-17T19:41:46.967Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfgrmgbcrc73f1ven0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:41:34.620Z,2026-06-17T19:41:40.080Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfgpi01fac73d1lms0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:41:26.666Z,2026-06-17T19:41:32.494Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfgnq01fac73d1lmp0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:41:19.331Z,2026-06-17T19:41:24.865Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfeva01fac73d1lkpg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:37:34.044Z,2026-06-17T19:37:45.077Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfetukodhs7381pngg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:37:27.714Z,2026-06-17T19:37:32.667Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfer6kodhs7381pnd0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:37:16.450Z,2026-06-17T19:37:26.236Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfep201fac73d1lkjg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:37:08.631Z,2026-06-17T19:37:14.510Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfem6gbcrc73f1vcb0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:36:57.108Z,2026-06-17T19:37:07.264Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfekeab0ds73dp1dt0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:36:49.417Z,2026-06-17T19:36:55.228Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfehmgbcrc73f1vc4g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:36:38.493Z,2026-06-17T19:36:47.970Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfefmab0ds73dp1dmg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:36:30.684Z,2026-06-17T19:36:36.538Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfecugbcrc73f1vbug,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:36:19.580Z,2026-06-17T19:36:28.851Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfeb6kodhs7381pmng,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:36:12.164Z,2026-06-17T19:36:17.637Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfe2ugbcrc73f1vbig,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:35:40.065Z,2026-06-17T19:35:50.282Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfe16gbcrc73f1vbfg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:35:33.022Z,2026-06-17T19:35:38.083Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdu6ab0ds73dp1d20,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:35:20.899Z,2026-06-17T19:35:31.282Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdsekodhs7381pm6g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:35:13.738Z,2026-06-17T19:35:18.868Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdpugbcrc73f1vb60,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:35:03.324Z,2026-06-17T19:35:11.722Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdnukodhs7381pm0g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:34:55.532Z,2026-06-17T19:35:01.044Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdkuab0ds73dp1cng,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:34:43.360Z,2026-06-17T19:34:53.511Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdj6ab0ds73dp1cl0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:34:36.317Z,2026-06-17T19:34:41.550Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdgegbcrc73f1vapg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:34:25.450Z,2026-06-17T19:34:34.084Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfdeegbcrc73f1vamg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:34:17.266Z,2026-06-17T19:34:23.233Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
d8pfbkeab0ds73dp195g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/b5535e3e7f794fd59355a54d9ce04c27:070e9ba3-67ef-463a-b24d-159489bab394::,us-east,job,2026-06-17T19:30:26.076Z,2026-06-17T19:30:35.502Z,ibm_fez,3,Óscar Dapena,,b5535e3e7f794fd59355a54d9ce04c27
